credit_score,monthly_income,max_rent,employment_years,prior_evictions,signed_lease
568,7397,3729,10,0,0
589,8218,5170,0,0,0
719,8501,4607,8,1,0
691,13613,2658,0,0,0
562,7067,4467,1,0,0
572,11771,2054,1,0,1
660,17460,5960,13,0,0
668,16848,4737,5,0,0
588,14203,3097,6,1,0
675,15829,1472,10,0,0
768,5241,5287,0,0,0
572,5520,2472,2,0,0
744,8756,5574,1,0,0
576,2728,5219,7,0,0
658,10862,2015,8,0,1
823,2794,5571,12,0,1
597,6784,2122,1,1,0
601,11117,5937,1,0,0
631,15764,5800,9,0,0
601,15890,2464,14,0,1
518,9301,4924,8,0,1
581,3418,3987,13,0,0
778,13945,3922,3,0,1
838,2998,5423,4,0,1
830,16609,3750,12,0,1
628,5309,4149,10,0,0
843,7461,2873,8,0,0
809,11517,5787,5,0,1
588,6279,4292,9,0,0
712,12550,4038,11,0,1
642,4618,2866,8,0,0
564,8891,5711,8,0,0
575,2645,3395,6,0,0
698,16429,2584,13,1,0
642,10442,5603,11,0,1
815,16107,5154,9,0,1
592,17417,4099,8,0,0
804,7065,1260,4,0,1
723,14269,5147,4,0,0
790,2692,3490,11,0,1
601,7687,1672,7,0,0
766,9137,2158,9,0,1
609,14580,1732,3,1,0
829,10743,1693,8,0,1
764,17717,1281,6,0,1
502,4910,4170,6,0,0
584,4320,1211,12,0,0
781,5464,5744,14,1,0
827,5021,1961,2,0,1
803,12561,4385,3,0,1
616,5068,1225,6,0,1
720,8382,3006,10,0,1
653,16242,5357,10,0,1
652,4367,5524,13,0,1
511,9965,5902,4,0,0
632,10102,4859,11,0,0
803,13430,2725,2,0,1
792,13961,1960,0,0,1
799,5699,1794,6,0,1
727,13271,2255,5,0,1
770,8603,3054,9,0,1
542,16222,4283,14,0,0
842,14697,5116,6,0,0
825,15627,4875,14,0,1
801,17924,3248,13,0,1
520,2740,2658,1,0,0
606,5940,2419,12,0,0
835,7131,5428,11,0,1
802,12099,5381,3,0,0
616,14194,2699,1,1,0
623,14730,3030,7,0,1
780,10774,4595,6,0,0
791,7577,2403,0,0,1
702,6268,5470,1,0,0
550,11642,4010,1,0,0
770,10495,4292,3,0,1
823,11302,4244,2,0,1
776,15361,5873,0,0,1
640,8929,4714,11,0,0
774,15776,2998,13,0,1
789,6105,3775,1,0,0
833,15246,1344,10,0,1
551,13975,5126,8,0,0
526,4673,2577,12,0,0
656,14176,4346,0,0,0
738,12214,3025,8,0,0
655,9068,1993,6,0,0
790,5101,2801,1,0,0
635,5157,5614,1,0,0
643,8580,2310,4,1,0
605,16354,5253,12,0,1
657,9825,5993,4,0,0
645,4659,5137,3,1,0
501,13141,5163,11,0,0
576,6330,1982,9,0,0
631,10813,2316,9,0,0
589,6868,2950,12,0,0
844,3817,3776,11,0,1
849,6993,5227,2,0,0
762,13210,4536,3,1,0
607,15772,5587,9,0,1
573,3730,2687,3,0,0
538,3633,5075,1,0,0
658,10107,4831,4,0,0
570,3801,5392,14,0,0
811,14726,5158,4,0,0
740,4410,4597,4,0,1
797,10582,1273,10,0,1
535,17404,2559,14,1,0
583,10607,2291,10,0,0
762,12197,3141,9,0,0
809,10470,4348,0,0,0
671,13877,5503,5,0,0
672,4416,2444,10,0,0
546,17732,2485,1,0,0
640,15607,5705,6,0,0
617,9496,4236,3,0,0
776,14240,1970,14,0,1
713,5257,3043,4,0,0
719,12648,1273,4,0,1
525,8964,2860,4,0,1
508,2678,5549,1,0,0
770,11588,2019,4,1,0
509,8862,5018,2,0,0
620,17624,1531,3,0,1
624,16760,2621,12,0,0
669,12243,4855,1,1,0
571,11183,2891,3,0,1
651,2560,5750,12,0,0
707,11769,5608,8,0,0
548,16491,1427,7,0,1
653,9181,4081,12,0,0
846,5395,4065,13,0,1
792,17823,3775,14,0,1
567,14852,5722,10,0,0
549,14375,1664,11,0,0
651,3085,1477,2,0,0
518,8323,5314,0,0,0
599,17006,1265,0,0,0
559,14652,5462,5,0,1
666,14462,1602,2,0,1
701,3034,5183,3,0,0
844,5962,5704,0,0,0
645,6511,4678,7,0,0
663,17528,4644,0,0,0
741,5898,5892,4,0,1
568,4655,5619,5,0,0
674,8466,4239,14,0,1
548,9829,2637,1,0,1
607,9457,1628,6,0,1
725,11696,3882,6,0,1
660,13191,3977,0,0,0
618,7825,4578,3,0,0
648,17425,1592,11,0,0
649,15827,5741,12,0,0
792,11018,1541,3,0,1
642,7203,1332,4,0,1
659,5206,1464,0,0,1
510,2501,5388,0,0,0
637,11725,2885,6,0,0
577,13173,2634,8,0,1
576,10816,2860,0,0,0
753,3604,5017,1,0,0
757,17320,3554,5,0,1
819,13391,1465,14,0,1
790,4361,5941,14,0,0
762,7769,2336,5,0,0
584,9443,5749,1,0,0
645,13612,2590,8,0,0
822,10820,2312,3,0,1
541,2937,3434,12,0,0
624,7346,4066,6,0,0
666,13240,4268,5,0,0
740,5629,3379,10,0,0
779,11913,1834,12,0,1
687,17046,4831,10,0,1
801,10581,2599,2,0,1
518,3401,5986,7,0,0
567,16880,3939,6,0,1
717,13860,4370,8,0,1
601,7898,3065,2,0,0
541,9178,3155,0,0,0
787,8029,5877,1,1,0
666,9104,3418,11,0,0
608,15178,2589,10,0,1
535,6418,4330,14,0,0
731,3567,5476,11,0,0
728,2526,5314,0,0,1
663,9437,2449,10,0,0
572,9764,4366,4,0,0
635,9618,2445,14,0,1
569,3047,1253,9,1,0
695,13360,4110,13,1,0
768,11258,3596,1,0,1
548,11395,1642,2,0,0
815,7838,5875,7,1,0
629,14972,4811,14,0,1
504,5640,5577,9,0,0
526,10496,3607,13,0,1
659,17989,2022,4,0,0
648,4090,4902,3,0,0
763,16701,4139,4,0,1
729,10276,5936,9,0,0
699,7443,2231,5,0,0
549,15386,3216,11,0,0
566,11497,1762,6,0,1
799,10298,3738,13,0,0
557,6291,1540,12,0,0
758,3857,5767,8,0,1
841,10592,4975,0,0,1
825,5725,3496,3,1,0
629,14310,1434,11,0,1
714,12818,2316,11,0,1
671,17414,3108,8,0,0
757,16666,2617,4,0,1
601,4960,2491,7,0,1
708,11237,4688,11,0,1
790,16420,5927,0,0,0
785,17004,4854,3,0,1
615,5228,1728,11,0,0
763,14426,4524,13,0,1
649,9226,3180,11,0,1
799,13254,4139,8,0,1
535,9981,2529,12,0,0
832,12771,2433,0,0,1
786,8930,2953,0,0,1
802,13333,4000,3,0,1
810,5614,4133,13,0,0
707,12618,3959,2,0,1
605,3116,3975,6,0,0
657,17860,4687,10,0,1
620,6144,5050,2,0,0
554,8913,3727,0,0,0
511,3703,2090,11,0,1
644,12451,3265,14,0,0
635,5065,2388,10,0,1
502,5674,5497,9,0,1
643,5581,1940,1,0,0
529,5130,2569,9,0,0
736,5661,2589,12,0,1
778,6821,3200,3,0,0
847,11361,2671,0,0,1
614,16551,2736,0,0,0
603,15704,1518,11,0,0
617,8769,3464,13,0,0
504,9599,3094,7,0,0
747,9876,4911,6,0,0
820,13860,4022,13,0,1
620,12813,5708,7,0,1
785,16002,2475,12,0,1
648,6578,4283,3,0,0
583,8301,1600,5,0,0
730,16630,1923,14,0,1
787,16771,3529,12,0,1
660,6651,2335,2,0,0
771,11411,3970,10,0,1
537,5100,1467,12,0,1
725,8675,1769,7,0,1
641,14290,3756,3,0,0
791,15361,3173,2,0,1
650,3166,1745,3,0,1
613,2783,4022,5,0,0
736,8340,5660,10,0,1
565,14595,5842,6,0,1
840,6065,1470,6,1,0
757,12926,1938,13,0,1
748,7093,2457,14,0,1
830,3965,1258,11,0,1
822,10821,5381,3,0,1
679,7234,1589,7,0,1
689,8757,1918,6,0,0
653,9866,5444,1,0,1
695,12752,5878,12,0,0
810,6172,1320,7,1,0
761,9882,3852,8,0,0
642,9087,3503,4,1,0
841,13186,4111,14,0,1
815,15773,1999,3,0,1
600,3492,4580,3,0,0
743,9358,3306,12,0,0
511,4621,2309,3,0,0
738,13276,2450,5,0,1
548,14888,3840,10,0,0
541,4723,2849,3,1,0
665,7022,2545,6,0,1
581,5688,4156,6,0,0
790,5737,3646,4,0,1
657,6636,4564,12,0,0
715,15216,1684,4,0,1
657,2843,2002,14,0,0
633,15153,2915,9,1,0
566,17979,3115,7,0,1
835,7204,4683,6,0,0
506,17492,2957,13,0,0
513,7323,3009,6,0,0
572,12968,4207,5,0,1
662,7420,4425,6,0,0
565,5701,4695,6,1,0
846,7971,3520,9,0,0
629,3388,2870,13,0,0
705,12735,5815,1,0,0
775,12033,2351,13,0,1
755,9627,5947,9,0,0
765,6220,3423,1,0,1
524,5383,3867,13,0,0
780,16084,1410,9,0,1
752,6712,3694,6,0,0
809,9461,5881,13,0,1
788,4915,5462,9,1,0
663,11809,3707,6,0,0
594,14955,4163,6,0,1
769,5501,4628,4,0,0
820,4238,4575,0,1,0
609,3864,5155,13,0,0
835,5208,4905,1,0,0
809,15482,4605,12,0,1
737,3424,5238,8,0,1
524,2651,2252,7,0,0
640,11277,1913,7,0,1
616,10544,4088,9,1,0
524,3412,1887,0,0,0
578,4821,1529,5,0,1
567,16365,2946,14,0,1
672,2995,2407,14,0,0
511,14487,3342,8,0,0
787,4648,1984,14,0,0
627,3056,3896,7,0,0
595,15893,5020,2,0,0
591,4052,4918,3,0,0
640,4620,3893,14,1,0
530,5585,1825,2,0,0
833,6004,5434,5,0,1
519,2656,4908,13,0,0
645,11426,1961,8,0,1
815,16967,5179,14,0,1
659,10005,4729,7,0,0
848,9662,2755,14,0,1
542,8023,4833,14,0,0
753,10043,1875,12,0,1
629,10555,5387,9,0,0
559,7154,1236,3,0,0
650,8750,5036,14,0,1
786,17100,2987,1,0,1
504,13968,3927,12,0,1
765,9746,5080,7,0,1
844,2654,3094,7,0,0
629,10450,1336,13,0,0
766,17823,4276,11,0,0
677,3496,5083,10,0,0
752,12986,1861,5,0,1
555,7126,3010,13,0,0
582,5405,1614,7,0,1
598,16759,1542,8,0,1
648,17373,3929,12,0,1
828,15516,4650,0,1,0
655,11869,4865,8,0,0
689,2653,4937,1,0,1
762,10353,5097,13,0,1
579,14879,5441,12,1,0
751,8981,5618,0,1,0
596,8099,3369,7,0,0
759,4216,3078,7,0,0
759,13894,5170,10,0,0
602,17285,5896,3,0,0
539,16804,5770,7,0,1
772,13549,3817,6,0,1
600,3286,2715,12,1,0
807,6868,1774,1,0,1
720,16815,5642,4,0,1
807,10596,4067,13,0,1
623,17423,4744,9,0,1
730,6772,5677,3,0,0
677,6267,1271,2,0,1
562,13570,3768,0,0,0
615,11334,4637,4,0,0
690,8494,4180,9,0,0
561,9716,2317,7,0,1
755,15354,3586,11,0,1
506,11357,4708,8,0,0
654,5926,2559,6,0,0
591,6283,5959,11,0,0
513,7927,2715,10,0,0
728,9511,1239,0,0,1
585,10552,2582,0,0,1
632,6201,3230,14,0,1
682,16586,3821,0,0,0
561,11761,3100,1,0,1
718,4849,3417,0,0,0
745,9511,5996,3,0,0
729,9555,5806,9,0,1
578,15195,2483,8,0,1
648,3712,1783,11,0,0
637,9465,1658,3,0,1
813,16641,3465,12,0,1
564,11844,3866,3,0,1
512,9204,2015,6,0,1
712,9933,3711,13,0,1
741,15929,1446,10,0,1
712,5011,1616,8,0,1
680,2643,5663,6,0,0
837,13181,4917,0,0,0
672,9867,1307,0,1,0
659,5728,3831,3,0,0
663,7082,2038,3,0,0
687,15647,5713,0,0,1
690,13897,2621,5,0,1
807,8531,5978,9,0,0
755,6743,5112,1,0,0
682,16147,1455,10,0,1
616,13834,4027,4,0,1
781,13996,2037,7,0,0
695,12049,4162,14,0,0
533,17646,3482,2,0,1
551,5213,1752,8,0,0
611,6685,1380,6,1,0
751,12049,5452,8,0,1
581,14986,2677,0,0,1
731,9828,1770,4,0,1
726,7133,2927,11,0,1
732,5692,1791,12,0,1
720,2800,5716,2,1,0
541,3223,3460,3,0,0
520,8194,4147,3,0,0
541,5510,1547,10,0,1
612,8055,1365,11,0,1
604,2567,5643,6,0,0
691,14528,4096,9,0,1
516,14685,5693,10,0,0
619,5006,1782,7,1,0
628,4037,4706,10,0,0
629,2897,5603,9,0,0
559,15407,4238,4,0,0
547,14049,4045,12,0,0
528,8180,3966,12,0,0
596,11855,5394,11,0,0
509,7325,2465,9,0,0
741,11247,5453,6,0,1
813,8548,5849,2,0,1
731,17616,5946,2,0,1
776,6161,4167,2,0,1
783,12443,3474,11,0,1
702,5441,3670,3,0,1
746,13349,3490,5,0,0
789,13487,3777,14,0,1
763,13021,4860,4,0,0
713,17496,2268,7,0,1
699,9567,3936,13,0,0
578,7591,3150,13,1,0
842,12651,1291,11,0,1
843,4101,4293,12,1,0
672,13485,3419,4,0,1
568,3980,2587,10,1,0
586,8730,5474,11,0,0
600,11794,3485,4,0,1
507,5776,4406,13,1,0
832,17626,4124,9,0,1
699,8947,1479,1,0,0
586,7999,2818,11,0,0
542,8773,3987,10,0,1
608,17431,1570,10,0,1
651,3799,4383,4,0,0
516,8318,5034,14,0,0
632,9201,2903,11,0,1
647,7494,3468,6,1,0
776,15994,1503,1,0,1
731,14571,4974,13,0,1
813,9989,2548,12,0,1
727,12227,3622,5,0,1
638,10769,4828,6,0,0
710,5331,3628,4,0,1
527,14102,4233,8,0,1
550,5221,1868,13,0,0
760,14319,1699,3,0,1
760,4032,2614,13,0,0
849,10929,1729,13,0,1
507,7753,4821,12,0,0
819,4496,4656,9,0,0
637,7811,1954,14,0,0
537,14119,3547,0,0,0
610,2777,1926,13,0,0
719,5589,3849,7,0,0
836,3023,3246,14,0,1
722,6775,4015,7,0,0
635,14910,2074,6,1,0
755,7865,4479,7,0,0
828,16545,4184,1,0,1
548,5622,3378,2,0,0
791,10667,5007,8,0,1
823,7690,1807,0,0,0
577,7075,1834,7,0,0
604,10227,5779,7,0,0
668,17878,3927,6,0,0
716,4297,2274,12,0,0
618,4631,3114,13,0,1
689,9822,1788,10,0,0
754,17400,4431,4,0,1
765,17454,3504,3,0,1
648,9000,5038,9,0,1
663,3315,3173,9,1,0
639,13386,3255,12,0,1
846,11134,4680,14,1,0
757,13832,3279,9,0,1
768,9166,4252,13,0,0
680,2642,5682,9,0,0
659,14979,2451,5,0,1
787,3910,4995,11,0,1
787,15165,5022,10,0,1
725,17416,5502,0,0,1
510,3034,4589,12,0,0
509,12408,2980,4,0,1
770,5864,3804,13,0,1
772,3532,4888,3,0,1
682,5842,2924,3,0,0
652,12102,3984,6,0,1
814,16928,4919,8,0,1
833,8585,2877,7,0,0
623,17364,1648,10,0,1
613,15965,5887,12,0,0
777,7000,1281,13,0,0
712,17675,2606,11,0,1
671,3672,2680,7,0,0
787,11580,2279,4,0,1
673,14030,4798,5,0,0
612,7017,5714,1,1,0
621,10507,5383,12,0,0
531,4141,4880,10,0,1
721,2971,3903,13,0,0
618,5440,5510,2,0,0
538,11238,4956,4,0,0
767,7226,2958,1,0,1
732,14289,3799,2,0,1
517,10170,3750,3,0,0
648,15825,5053,5,0,0
648,13517,3946,4,0,1
625,6223,3492,9,0,1
801,16617,2701,3,0,1
737,2863,5604,12,0,0
634,12858,1430,14,1,0
650,5809,5450,1,0,0
735,3045,2398,11,0,1
723,5740,1314,10,0,1
702,9165,2613,4,0,1
755,15421,5606,4,0,1
585,4436,2192,10,0,0
649,16468,3547,6,0,1
734,11654,2241,0,0,1
844,13697,1211,3,0,1
521,14498,4876,10,0,0
847,3382,4265,4,0,1
784,6340,3236,7,0,0
768,9423,4246,11,0,0
757,11562,3550,14,1,0
528,7111,1740,11,0,1
712,13677,4060,7,0,1
782,16208,1276,0,0,1
549,11557,4267,4,0,0
594,16941,1223,9,0,1
587,7704,1875,0,0,0
543,15001,3594,0,0,0
777,9788,5467,1,0,1
670,5703,4598,1,0,0
688,13589,3959,14,0,1
683,4744,1688,14,0,0
502,2518,2685,8,0,0
690,3141,4859,3,0,0
617,5583,4435,2,0,0
518,7700,3619,10,0,0
522,11021,4695,0,0,0
529,3365,1956,11,0,1
794,3273,3724,1,0,0
607,15179,5450,5,0,1
780,7232,1456,8,0,1
627,13046,2979,4,0,1
728,14030,5969,3,0,1
610,6018,3315,12,0,0
635,13634,4548,4,0,0
685,9295,5968,8,0,0
643,9484,2672,11,0,1
571,15813,1458,12,0,1
628,5067,5275,6,0,0
760,4174,1506,7,0,1
502,13375,2318,14,0,1
603,14072,4217,3,0,1
723,3239,5541,10,0,1
819,4045,3980,7,0,1
509,15256,2858,5,0,1
801,12951,1386,4,0,0
730,11827,2997,12,0,1
718,7627,2124,11,0,1
565,9447,1984,6,0,0
611,9120,4644,5,0,1
512,11565,4396,2,0,0
585,7055,2560,4,0,0
733,12992,1540,8,0,1
589,8145,1762,6,0,0
813,11443,5946,11,0,1
553,16249,4199,3,0,1
511,16565,2393,6,0,0
708,9624,4310,4,0,0
513,11545,1268,10,0,0
620,6232,3628,12,0,0
519,4783,4798,14,0,1
574,12021,3572,1,1,0
742,11169,5756,12,0,1
722,13418,2043,5,1,0
569,13783,1773,6,0,0
811,17051,5414,7,0,0
710,9498,3796,5,0,1
600,14922,5941,7,0,0
685,17740,2678,6,0,1
631,15940,3273,1,1,0
610,15197,2713,13,0,0
631,16233,2168,5,0,1
519,7913,3396,8,0,0
523,3769,2711,11,0,0
726,10368,1854,5,0,1
653,16367,4192,3,0,1
792,14873,5850,6,0,0
729,5103,5720,2,0,0
809,8461,1492,4,0,0
701,12161,3801,0,0,1
537,11069,5726,14,0,0
759,10057,5612,9,0,0
687,4180,5693,2,0,0
556,15862,2788,7,0,1
519,10933,1795,8,0,1
772,11611,3793,8,0,1
618,8182,3323,14,0,1
570,17101,3143,9,0,1
503,17979,2115,1,0,0
720,17547,5069,3,0,0
513,10584,3994,4,0,0
502,7867,4278,14,0,1
715,2569,2175,2,0,0
728,6424,2275,12,0,0
835,8700,4189,10,0,0
685,16193,4667,0,0,0
554,12778,2651,5,0,1
753,4507,5023,13,0,0
523,11492,5132,14,0,0
661,15829,3228,9,0,1
657,10619,1562,1,0,1
581,5279,3629,8,0,1
658,7420,4832,0,0,0
687,3255,3518,10,0,0
559,8995,4285,8,1,0
804,12687,3545,6,0,1
818,8435,4798,10,0,0
710,12013,5529,12,0,0
651,4830,2931,9,0,0
608,8205,1226,1,0,1
575,10801,1292,13,0,0
529,3516,3864,5,0,0
813,9847,1508,7,0,1
616,16749,1251,14,1,0
691,17379,1518,1,0,0
518,16557,3192,14,0,1
672,14557,5476,4,0,0
727,10716,5091,12,0,0
849,7438,5942,11,0,1
682,5338,5156,10,0,0
612,3237,3892,5,0,0
682,8700,4218,2,0,0
645,10871,3224,13,0,0
818,2731,5631,11,0,0
615,4417,2725,1,0,0
612,11034,2478,14,0,1
750,15264,1713,10,0,1
750,8418,5537,5,0,0
802,5123,2933,2,0,0
812,11146,4570,1,0,0
617,16043,5121,14,1,0
800,15076,3700,0,0,1
660,16024,4664,13,1,0
697,8901,3459,7,0,1
759,15317,5963,0,0,1
647,17522,5889,11,0,0
739,9572,3859,14,0,1
546,4776,1455,4,0,0
697,9893,2702,10,0,0
546,11287,5856,5,1,0
577,6374,3310,10,0,0
623,7030,1606,11,0,1
574,15669,4049,11,0,0
636,9664,4376,2,0,1
589,16569,3060,13,0,1
824,6997,5554,6,0,1
560,13361,1922,1,0,1
637,10433,2482,6,0,1
549,4635,1813,1,0,0
758,9227,4531,4,0,1
606,14656,4316,6,0,1
612,4065,3178,10,1,0
849,2808,2012,10,1,0
753,17741,2986,13,0,1
617,11034,1530,2,0,1
697,11127,3412,13,0,1
836,10868,2416,10,0,1
550,2638,5682,3,0,0
744,2693,4537,0,1,0
534,5757,3575,2,0,0
801,5735,2440,8,0,0
568,15972,1519,9,0,1
848,3442,5694,4,1,0
819,7120,3114,14,0,0
548,14571,5400,14,0,0
573,8220,5991,7,0,1
691,13805,1529,1,0,0
760,13654,1859,2,0,0
569,8853,4888,6,0,1
589,15528,4318,13,0,0
759,7457,3172,9,0,0
625,11645,2993,3,0,0
730,11994,4418,8,0,0
794,16062,5757,13,0,0
628,5881,3733,6,0,1
779,8339,3657,13,0,0
812,5380,4300,10,0,1
599,12879,5566,11,0,0
825,7387,3933,0,0,0
796,3045,5680,3,0,0
681,16632,5355,9,0,0
673,15804,1419,10,0,1
815,4427,4018,5,0,1
687,16341,3106,5,0,1
556,6652,3811,9,0,0
530,16947,3793,5,0,1
583,2504,1295,4,1,0
651,14173,2188,2,0,0
535,8033,2312,1,0,0
712,13945,3478,2,0,1
605,17872,1445,8,0,0
841,12054,3358,2,0,1
719,12512,5529,2,0,0
662,7878,4549,0,0,0
719,8733,3925,1,0,1
769,5163,5277,10,0,1
619,13630,3866,11,0,1
835,17533,4399,2,1,0
681,11965,3954,1,0,0
605,5826,2617,7,0,0
716,6159,1854,5,0,1
704,13637,3642,6,0,1
569,13710,1310,0,0,1
543,3631,1289,5,1,0
828,7263,1962,1,1,0
800,9237,4372,12,0,1
727,13328,3379,14,0,1
683,17320,3704,5,0,0
606,13721,2664,2,0,0
583,13711,1297,6,0,0
837,16069,1492,2,0,1
749,17474,3039,8,0,1
520,7592,2934,2,0,0
695,8522,3819,6,0,1
677,15069,5947,11,0,0
506,17821,3396,3,0,0
569,5659,4666,7,0,0
626,16015,3106,13,0,1
659,8659,2921,1,0,0
747,9818,4891,7,0,0
702,15723,3016,8,0,1
647,10945,1452,12,0,0
642,7807,5427,7,0,1
698,11020,4719,5,0,0
653,13283,3107,9,0,0
641,13522,3110,0,0,0
812,5544,3721,6,0,0
664,12112,5049,0,0,0
813,8136,2258,6,0,1
520,14093,4738,13,0,0
581,5392,3522,1,0,0
568,7788,1386,7,0,0
630,8312,2148,1,0,0
586,17201,3490,2,0,0
717,15989,5559,12,1,0
804,3154,5817,11,0,1
844,7981,5830,2,0,1
840,3259,1409,0,0,1
660,9282,3293,4,0,0
677,4298,4738,4,0,0
616,7659,2763,9,1,0
695,13663,1225,4,0,0
826,15203,1374,13,0,1
585,14118,2534,12,0,0
788,10946,1521,8,0,1
580,7762,5350,5,0,0
651,6323,5247,5,0,1
560,4376,4427,2,0,0
560,13449,3072,4,0,1
527,13316,3267,9,0,1
542,15687,1532,6,0,0
668,8654,4191,2,0,0
585,10287,2110,1,0,0
676,14813,5696,4,1,0
516,13696,2149,2,0,1
597,7016,3275,4,0,0
697,6234,3714,8,0,0
597,11936,4531,10,0,0
564,8472,4229,9,0,1
829,9139,1300,0,0,1
840,7856,5846,3,0,0
504,8880,3600,9,1,0
501,3508,4571,14,0,0
521,6814,3543,4,0,0
611,12202,1552,1,0,0
556,12651,4155,11,0,0
565,5008,2218,1,1,0
829,7258,2379,0,0,1
597,5182,4736,13,0,0
643,9811,4850,7,0,0
624,3489,3702,1,1,0
666,14976,5019,2,0,0
585,10946,2179,14,0,0
575,14855,2176,11,0,0
843,7211,2571,1,0,0
793,8979,3480,3,0,1
558,17506,5776,13,0,1
637,9464,1307,0,0,1
598,15661,2172,2,0,1
691,17135,2826,4,0,0
742,10575,1903,9,0,1
818,16413,2074,0,0,0
548,6952,5009,3,0,0
531,10947,3611,5,0,0
776,3507,3307,14,0,1
519,8996,4753,3,0,1
653,12447,2473,6,0,0
567,10188,1759,13,1,0
713,13263,1316,6,0,1
642,6408,4246,5,0,0
731,13689,1243,8,0,1
712,5303,1708,1,0,0
578,14457,4639,12,0,1
713,6879,5128,9,1,0
615,14075,2116,7,0,1
591,2598,4145,7,0,0
769,10888,1998,10,0,1
667,13221,2960,9,0,1
557,3377,3533,13,0,0
783,4368,4475,13,0,1
525,17450,2018,10,0,0
565,5165,3368,3,0,0
747,3888,4935,5,0,1
753,4915,4265,10,0,0
543,11261,4459,5,0,0
596,5137,2106,4,0,1
541,9742,5308,13,0,0
726,11757,1802,0,0,1
761,11113,5495,2,0,1
666,5383,3833,6,0,0
778,3704,2991,7,0,1
588,3044,4727,1,0,0
677,14858,5743,2,0,0
696,14331,3011,3,0,0
806,17964,5111,13,0,1
766,3723,2040,10,0,0
767,5672,4342,4,0,0
573,11459,5885,2,0,1
507,8950,3290,4,0,0
796,14349,5815,7,0,0
663,16494,2236,7,1,0
584,9020,1924,13,0,0
571,3154,2187,1,0,0
554,9321,2002,5,1,0
546,4946,3782,3,0,0
737,8392,5037,8,0,1
603,10912,1726,9,0,1
709,6166,2865,1,0,0
541,6777,2338,7,0,0
815,6902,1659,0,0,1
767,5069,3752,10,0,0
762,8015,5620,5,0,0
835,11705,5874,10,0,0
758,12743,4008,10,0,1
782,17698,4098,13,0,0
613,6485,4443,11,0,0
539,15635,5268,9,1,0
719,10667,3531,12,0,1
628,15591,5770,0,0,0
507,9948,4885,1,0,0
600,6810,1831,2,0,0
675,5519,5998,8,0,1
606,6181,3656,4,0,0
600,12135,2181,9,1,0
759,6696,5854,9,0,0
745,13702,5517,11,0,0
774,3072,2756,1,0,0
531,12024,3405,9,0,1
636,7253,5643,4,0,0
511,9582,5155,4,0,0
801,6502,2121,0,1,0
515,8129,1604,2,0,0
628,13826,5972,4,0,0
562,16444,5884,8,1,0
608,14778,2820,9,0,0
520,10917,4152,0,0,0
657,6700,4318,7,1,0
768,4497,2794,0,0,0
661,11463,1765,8,0,0
759,9922,5999,5,0,1
601,7024,4068,0,0,0
722,11125,2057,7,0,1
558,16018,2484,4,0,1
746,13791,1784,6,0,1
627,13421,5527,6,0,0
782,5907,2445,14,0,0
824,9231,1251,6,0,1
524,10295,3363,5,0,1
630,13832,1737,10,0,1
695,11557,1740,7,0,1
780,5293,2014,8,0,0
653,9834,2615,11,0,1
632,5411,4038,14,0,1
726,10452,2852,1,0,1
688,4915,3865,6,0,0
764,2750,5714,14,0,0
633,17694,5262,1,0,0
710,7451,3556,5,0,0
559,10598,5010,1,0,1
712,14449,2063,9,0,1
715,7789,1385,5,0,1
725,10602,5556,1,1,0
630,9757,2751,0,0,1
575,15348,3407,6,0,0
785,8065,1961,2,0,1
776,8937,5519,13,0,1
655,11610,2479,11,0,0
747,3673,5475,13,0,0
717,13895,5927,12,0,1
689,11124,4894,3,0,0
662,16894,4481,12,0,1
679,15756,2736,5,0,0
533,3335,4364,4,0,1
540,12938,3970,3,0,0
806,4762,3163,8,0,0
837,11589,5045,5,0,1
813,14324,4635,5,1,0
574,7067,5910,1,0,0
778,6315,1761,5,0,0
675,2746,3621,6,0,0
649,4929,5917,7,0,0
772,11682,3335,14,0,1
824,14002,3261,13,0,1
607,11618,3380,7,0,0
638,14130,3160,8,0,1
849,7787,5079,9,0,0
770,5107,4479,10,0,0
846,11766,5084,12,0,0
788,8430,4470,11,0,0
711,6522,5887,2,0,0
771,14491,1782,9,0,1
565,7284,2813,14,0,0
747,17215,2301,6,0,1
655,9117,1488,6,0,1
546,5651,5059,0,0,0
700,17532,4260,7,0,1
647,14130,4126,14,0,1
623,8080,5302,3,0,1
500,9554,2383,4,0,1
746,10206,5535,13,0,0
842,10119,2646,5,0,1
627,15747,2949,2,0,1
690,7073,3103,4,1,0
566,17839,4375,9,0,1
503,17761,2277,4,0,1
802,5991,3577,0,0,0
793,3206,2047,2,0,1
642,9497,4076,2,0,0
690,7733,2439,0,0,1
520,13756,2532,12,1,0
726,11445,4706,6,0,0
812,17338,3579,0,0,1
616,8255,5991,6,1,0
801,9460,5322,3,0,0
641,11279,4437,8,1,0
538,3834,3565,6,0,0
751,8088,3612,4,0,1
832,4347,4374,6,0,1
706,9351,1572,8,0,1
709,14626,3149,9,0,1
614,9711,1444,5,0,1
724,10365,3040,0,0,1
633,14618,4627,5,0,1
750,5817,1324,0,1,0
718,14712,5832,12,0,1
590,13847,3953,11,0,0
545,14994,3119,3,0,1
537,12890,2835,13,0,0
641,9311,2625,7,1,0
599,17363,2740,4,0,1
827,2664,1730,14,0,0
689,9560,5549,4,0,0
534,12690,4303,12,0,0
646,5557,5956,9,0,1
529,12776,3001,10,0,1
833,6928,2236,7,0,1
