Category,Resume_str
Marketing,"Student with a major in Marketing. Active member of Business Fraternity. Technical skills include MATLAB, Python, LaTeX. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Computer Science,"Student with a major in Computer Science. Active member of Math Club. Technical skills include Java, C++, HTML/CSS. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Business,"Student with a major in Business. Active member of Business Fraternity. Technical skills include Python, SQL, Tableau. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Data Science,"Student with a major in Data Science. Active member of Business Fraternity. Technical skills include Excel, PowerPoint, R. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Marketing,"Student with a major in Marketing. Active member of Business Fraternity. Technical skills include Java, C++, HTML/CSS. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Marketing,"Student with a major in Marketing. Active member of Business Fraternity. Technical skills include Social Media Analytics, Google Ads. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Marketing,"Student with a major in Marketing. Active member of Data Science Club. Technical skills include MATLAB, Python, LaTeX. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Computer Science,"Student with a major in Computer Science. Active member of Data Science Club. Technical skills include MATLAB, Python, LaTeX. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Data Science,"Student with a major in Data Science. Active member of Data Science Club. Technical skills include MATLAB, Python, LaTeX. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Business,"Student with a major in Business. Active member of IEEE. Technical skills include MATLAB, Python, LaTeX. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Marketing,"Student with a major in Marketing. Active member of Data Science Club. Technical skills include Java, C++, HTML/CSS. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Business,"Student with a major in Business. Active member of Business Fraternity. Technical skills include Excel, PowerPoint, R. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Marketing,"Student with a major in Marketing. Active member of IEEE. Technical skills include Excel, PowerPoint, R. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Computer Science,"Student with a major in Computer Science. Active member of Data Science Club. Technical skills include Social Media Analytics, Google Ads. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Data Science,"Student with a major in Data Science. Active member of Business Fraternity. Technical skills include Python, SQL, Tableau. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Data Science,"Student with a major in Data Science. Active member of IEEE. Technical skills include Java, C++, HTML/CSS. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Computer Science,"Student with a major in Computer Science. Active member of IEEE. Technical skills include MATLAB, Python, LaTeX. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Computer Science,"Student with a major in Computer Science. Active member of Math Club. Technical skills include Python, SQL, Tableau. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Business,"Student with a major in Business. Active member of Data Science Club. Technical skills include MATLAB, Python, LaTeX. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Mathematics,"Student with a major in Mathematics. Active member of Math Club. Technical skills include Python, SQL, Tableau. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Computer Science,"Student with a major in Computer Science. Active member of Math Club. Technical skills include Excel, PowerPoint, R. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Computer Science,"Student with a major in Computer Science. Active member of Data Science Club. Technical skills include Java, C++, HTML/CSS. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Marketing,"Student with a major in Marketing. Active member of IEEE. Technical skills include Excel, PowerPoint, R. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Data Science,"Student with a major in Data Science. Active member of Business Fraternity. Technical skills include Social Media Analytics, Google Ads. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Mathematics,"Student with a major in Mathematics. Active member of Student Government. Technical skills include Social Media Analytics, Google Ads. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Data Science,"Student with a major in Data Science. Active member of Business Fraternity. Technical skills include Java, C++, HTML/CSS. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Business,"Student with a major in Business. Active member of Data Science Club. Technical skills include Python, SQL, Tableau. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Marketing,"Student with a major in Marketing. Active member of Math Club. Technical skills include Python, SQL, Tableau. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Business,"Student with a major in Business. Active member of Math Club. Technical skills include Java, C++, HTML/CSS. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Computer Science,"Student with a major in Computer Science. Active member of Student Government. Technical skills include Java, C++, HTML/CSS. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Business,"Student with a major in Business. Active member of Student Government. Technical skills include MATLAB, Python, LaTeX. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Data Science,"Student with a major in Data Science. Active member of IEEE. Technical skills include Excel, PowerPoint, R. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Mathematics,"Student with a major in Mathematics. Active member of Student Government. Technical skills include Excel, PowerPoint, R. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Business,"Student with a major in Business. Active member of Student Government. Technical skills include Social Media Analytics, Google Ads. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Business,"Student with a major in Business. Active member of IEEE. Technical skills include Social Media Analytics, Google Ads. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Business,"Student with a major in Business. Active member of Business Fraternity. Technical skills include Social Media Analytics, Google Ads. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Marketing,"Student with a major in Marketing. Active member of IEEE. Technical skills include Excel, PowerPoint, R. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Mathematics,"Student with a major in Mathematics. Active member of Math Club. Technical skills include Social Media Analytics, Google Ads. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Marketing,"Student with a major in Marketing. Active member of Data Science Club. Technical skills include Java, C++, HTML/CSS. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Data Science,"Student with a major in Data Science. Active member of Business Fraternity. Technical skills include Java, C++, HTML/CSS. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Marketing,"Student with a major in Marketing. Active member of IEEE. Technical skills include MATLAB, Python, LaTeX. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Data Science,"Student with a major in Data Science. Active member of Data Science Club. Technical skills include Excel, PowerPoint, R. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Business,"Student with a major in Business. Active member of Data Science Club. Technical skills include Python, SQL, Tableau. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Mathematics,"Student with a major in Mathematics. Active member of Student Government. Technical skills include Python, SQL, Tableau. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Data Science,"Student with a major in Data Science. Active member of IEEE. Technical skills include Excel, PowerPoint, R. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Marketing,"Student with a major in Marketing. Active member of Student Government. Technical skills include Excel, PowerPoint, R. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Mathematics,"Student with a major in Mathematics. Active member of Math Club. Technical skills include Social Media Analytics, Google Ads. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Computer Science,"Student with a major in Computer Science. Active member of Student Government. Technical skills include Java, C++, HTML/CSS. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Mathematics,"Student with a major in Mathematics. Active member of Student Government. Technical skills include MATLAB, Python, LaTeX. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Business,"Student with a major in Business. Active member of IEEE. Technical skills include Java, C++, HTML/CSS. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Computer Science,"Student with a major in Computer Science. Active member of Student Government. Technical skills include Social Media Analytics, Google Ads. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Mathematics,"Student with a major in Mathematics. Active member of Data Science Club. Technical skills include Java, C++, HTML/CSS. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Data Science,"Student with a major in Data Science. Active member of Business Fraternity. Technical skills include Excel, PowerPoint, R. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Computer Science,"Student with a major in Computer Science. Active member of Business Fraternity. Technical skills include Social Media Analytics, Google Ads. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Marketing,"Student with a major in Marketing. Active member of Math Club. Technical skills include Java, C++, HTML/CSS. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Business,"Student with a major in Business. Active member of Math Club. Technical skills include Excel, PowerPoint, R. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Business,"Student with a major in Business. Active member of Business Fraternity. Technical skills include Java, C++, HTML/CSS. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Data Science,"Student with a major in Data Science. Active member of Student Government. Technical skills include Python, SQL, Tableau. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Mathematics,"Student with a major in Mathematics. Active member of Business Fraternity. Technical skills include Java, C++, HTML/CSS. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Computer Science,"Student with a major in Computer Science. Active member of Math Club. Technical skills include Java, C++, HTML/CSS. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Data Science,"Student with a major in Data Science. Active member of IEEE. Technical skills include Excel, PowerPoint, R. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Marketing,"Student with a major in Marketing. Active member of Math Club. Technical skills include Java, C++, HTML/CSS. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Business,"Student with a major in Business. Active member of Data Science Club. Technical skills include Excel, PowerPoint, R. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Computer Science,"Student with a major in Computer Science. Active member of Student Government. Technical skills include Social Media Analytics, Google Ads. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Business,"Student with a major in Business. Active member of Student Government. Technical skills include Social Media Analytics, Google Ads. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Mathematics,"Student with a major in Mathematics. Active member of Math Club. Technical skills include Social Media Analytics, Google Ads. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Marketing,"Student with a major in Marketing. Active member of IEEE. Technical skills include Excel, PowerPoint, R. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Business,"Student with a major in Business. Active member of Business Fraternity. Technical skills include Java, C++, HTML/CSS. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Mathematics,"Student with a major in Mathematics. Active member of Business Fraternity. Technical skills include Java, C++, HTML/CSS. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Data Science,"Student with a major in Data Science. Active member of Student Government. Technical skills include Python, SQL, Tableau. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Data Science,"Student with a major in Data Science. Active member of Student Government. Technical skills include Java, C++, HTML/CSS. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Business,"Student with a major in Business. Active member of IEEE. Technical skills include Social Media Analytics, Google Ads. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Computer Science,"Student with a major in Computer Science. Active member of Data Science Club. Technical skills include Java, C++, HTML/CSS. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Business,"Student with a major in Business. Active member of Business Fraternity. Technical skills include MATLAB, Python, LaTeX. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Computer Science,"Student with a major in Computer Science. Active member of IEEE. Technical skills include Social Media Analytics, Google Ads. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Marketing,"Student with a major in Marketing. Active member of Math Club. Technical skills include Java, C++, HTML/CSS. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Business,"Student with a major in Business. Active member of Business Fraternity. Technical skills include Excel, PowerPoint, R. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Business,"Student with a major in Business. Active member of Business Fraternity. Technical skills include MATLAB, Python, LaTeX. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Data Science,"Student with a major in Data Science. Active member of Math Club. Technical skills include Java, C++, HTML/CSS. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Marketing,"Student with a major in Marketing. Active member of Data Science Club. Technical skills include Python, SQL, Tableau. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Business,"Student with a major in Business. Active member of Data Science Club. Technical skills include Excel, PowerPoint, R. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Marketing,"Student with a major in Marketing. Active member of Data Science Club. Technical skills include Python, SQL, Tableau. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Computer Science,"Student with a major in Computer Science. Active member of Math Club. Technical skills include Java, C++, HTML/CSS. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Mathematics,"Student with a major in Mathematics. Active member of Math Club. Technical skills include Java, C++, HTML/CSS. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Marketing,"Student with a major in Marketing. Active member of Math Club. Technical skills include MATLAB, Python, LaTeX. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Marketing,"Student with a major in Marketing. Active member of Math Club. Technical skills include Java, C++, HTML/CSS. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Business,"Student with a major in Business. Active member of IEEE. Technical skills include Java, C++, HTML/CSS. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Data Science,"Student with a major in Data Science. Active member of Business Fraternity. Technical skills include Social Media Analytics, Google Ads. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Computer Science,"Student with a major in Computer Science. Active member of Business Fraternity. Technical skills include Excel, PowerPoint, R. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Mathematics,"Student with a major in Mathematics. Active member of IEEE. Technical skills include Python, SQL, Tableau. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Computer Science,"Student with a major in Computer Science. Active member of IEEE. Technical skills include Social Media Analytics, Google Ads. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Computer Science,"Student with a major in Computer Science. Active member of Business Fraternity. Technical skills include Java, C++, HTML/CSS. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Mathematics,"Student with a major in Mathematics. Active member of Data Science Club. Technical skills include Python, SQL, Tableau. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Computer Science,"Student with a major in Computer Science. Active member of Student Government. Technical skills include Social Media Analytics, Google Ads. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Data Science,"Student with a major in Data Science. Active member of Student Government. Technical skills include Excel, PowerPoint, R. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Business,"Student with a major in Business. Active member of IEEE. Technical skills include Java, C++, HTML/CSS. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Computer Science,"Student with a major in Computer Science. Active member of Business Fraternity. Technical skills include Excel, PowerPoint, R. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Data Science,"Student with a major in Data Science. Active member of Student Government. Technical skills include Python, SQL, Tableau. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Data Science,"Student with a major in Data Science. Active member of IEEE. Technical skills include MATLAB, Python, LaTeX. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Business,"Student with a major in Business. Active member of Business Fraternity. Technical skills include MATLAB, Python, LaTeX. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Marketing,"Student with a major in Marketing. Active member of Business Fraternity. Technical skills include Python, SQL, Tableau. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Mathematics,"Student with a major in Mathematics. Active member of Math Club. Technical skills include Python, SQL, Tableau. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Computer Science,"Student with a major in Computer Science. Active member of Student Government. Technical skills include MATLAB, Python, LaTeX. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Marketing,"Student with a major in Marketing. Active member of Student Government. Technical skills include Python, SQL, Tableau. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Mathematics,"Student with a major in Mathematics. Active member of IEEE. Technical skills include MATLAB, Python, LaTeX. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Business,"Student with a major in Business. Active member of Data Science Club. Technical skills include Social Media Analytics, Google Ads. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Mathematics,"Student with a major in Mathematics. Active member of Data Science Club. Technical skills include Java, C++, HTML/CSS. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Computer Science,"Student with a major in Computer Science. Active member of Math Club. Technical skills include Excel, PowerPoint, R. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Computer Science,"Student with a major in Computer Science. Active member of Data Science Club. Technical skills include Java, C++, HTML/CSS. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Mathematics,"Student with a major in Mathematics. Active member of Math Club. Technical skills include MATLAB, Python, LaTeX. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Computer Science,"Student with a major in Computer Science. Active member of Math Club. Technical skills include Excel, PowerPoint, R. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Data Science,"Student with a major in Data Science. Active member of Data Science Club. Technical skills include Social Media Analytics, Google Ads. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Computer Science,"Student with a major in Computer Science. Active member of Business Fraternity. Technical skills include Excel, PowerPoint, R. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Computer Science,"Student with a major in Computer Science. Active member of Student Government. Technical skills include MATLAB, Python, LaTeX. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Business,"Student with a major in Business. Active member of Math Club. Technical skills include Java, C++, HTML/CSS. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Mathematics,"Student with a major in Mathematics. Active member of Business Fraternity. Technical skills include Excel, PowerPoint, R. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Computer Science,"Student with a major in Computer Science. Active member of Student Government. Technical skills include Python, SQL, Tableau. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Mathematics,"Student with a major in Mathematics. Active member of IEEE. Technical skills include Social Media Analytics, Google Ads. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Mathematics,"Student with a major in Mathematics. Active member of Student Government. Technical skills include Excel, PowerPoint, R. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Computer Science,"Student with a major in Computer Science. Active member of Data Science Club. Technical skills include Excel, PowerPoint, R. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Business,"Student with a major in Business. Active member of IEEE. Technical skills include Social Media Analytics, Google Ads. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Data Science,"Student with a major in Data Science. Active member of Data Science Club. Technical skills include Python, SQL, Tableau. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Marketing,"Student with a major in Marketing. Active member of Student Government. Technical skills include MATLAB, Python, LaTeX. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Business,"Student with a major in Business. Active member of Math Club. Technical skills include Python, SQL, Tableau. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Mathematics,"Student with a major in Mathematics. Active member of Data Science Club. Technical skills include Excel, PowerPoint, R. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Data Science,"Student with a major in Data Science. Active member of Math Club. Technical skills include Python, SQL, Tableau. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Marketing,"Student with a major in Marketing. Active member of Data Science Club. Technical skills include Python, SQL, Tableau. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Marketing,"Student with a major in Marketing. Active member of Data Science Club. Technical skills include Java, C++, HTML/CSS. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Mathematics,"Student with a major in Mathematics. Active member of Business Fraternity. Technical skills include Excel, PowerPoint, R. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Marketing,"Student with a major in Marketing. Active member of Math Club. Technical skills include Java, C++, HTML/CSS. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Marketing,"Student with a major in Marketing. Active member of Math Club. Technical skills include Java, C++, HTML/CSS. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Marketing,"Student with a major in Marketing. Active member of IEEE. Technical skills include MATLAB, Python, LaTeX. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Business,"Student with a major in Business. Active member of Business Fraternity. Technical skills include MATLAB, Python, LaTeX. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Data Science,"Student with a major in Data Science. Active member of Student Government. Technical skills include Social Media Analytics, Google Ads. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Data Science,"Student with a major in Data Science. Active member of Business Fraternity. Technical skills include Java, C++, HTML/CSS. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Mathematics,"Student with a major in Mathematics. Active member of IEEE. Technical skills include Java, C++, HTML/CSS. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Computer Science,"Student with a major in Computer Science. Active member of Student Government. Technical skills include Excel, PowerPoint, R. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Computer Science,"Student with a major in Computer Science. Active member of Business Fraternity. Technical skills include Python, SQL, Tableau. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Data Science,"Student with a major in Data Science. Active member of Student Government. Technical skills include Python, SQL, Tableau. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Business,"Student with a major in Business. Active member of Student Government. Technical skills include Excel, PowerPoint, R. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Computer Science,"Student with a major in Computer Science. Active member of Business Fraternity. Technical skills include MATLAB, Python, LaTeX. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Computer Science,"Student with a major in Computer Science. Active member of Data Science Club. Technical skills include Java, C++, HTML/CSS. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Mathematics,"Student with a major in Mathematics. Active member of IEEE. Technical skills include Python, SQL, Tableau. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Marketing,"Student with a major in Marketing. Active member of IEEE. Technical skills include Java, C++, HTML/CSS. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Marketing,"Student with a major in Marketing. Active member of IEEE. Technical skills include Python, SQL, Tableau. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Mathematics,"Student with a major in Mathematics. Active member of Business Fraternity. Technical skills include Social Media Analytics, Google Ads. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Business,"Student with a major in Business. Active member of Business Fraternity. Technical skills include Java, C++, HTML/CSS. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Mathematics,"Student with a major in Mathematics. Active member of Business Fraternity. Technical skills include MATLAB, Python, LaTeX. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Business,"Student with a major in Business. Active member of Student Government. Technical skills include Excel, PowerPoint, R. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Data Science,"Student with a major in Data Science. Active member of Business Fraternity. Technical skills include Java, C++, HTML/CSS. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Business,"Student with a major in Business. Active member of Student Government. Technical skills include Python, SQL, Tableau. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Marketing,"Student with a major in Marketing. Active member of IEEE. Technical skills include MATLAB, Python, LaTeX. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Data Science,"Student with a major in Data Science. Active member of Business Fraternity. Technical skills include Python, SQL, Tableau. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Mathematics,"Student with a major in Mathematics. Active member of Math Club. Technical skills include Excel, PowerPoint, R. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Computer Science,"Student with a major in Computer Science. Active member of Student Government. Technical skills include Python, SQL, Tableau. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Computer Science,"Student with a major in Computer Science. Active member of Math Club. Technical skills include Python, SQL, Tableau. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Mathematics,"Student with a major in Mathematics. Active member of Math Club. Technical skills include Social Media Analytics, Google Ads. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Marketing,"Student with a major in Marketing. Active member of Math Club. Technical skills include MATLAB, Python, LaTeX. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Computer Science,"Student with a major in Computer Science. Active member of Data Science Club. Technical skills include MATLAB, Python, LaTeX. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Mathematics,"Student with a major in Mathematics. Active member of Business Fraternity. Technical skills include Java, C++, HTML/CSS. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Data Science,"Student with a major in Data Science. Active member of Student Government. Technical skills include MATLAB, Python, LaTeX. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Marketing,"Student with a major in Marketing. Active member of Student Government. Technical skills include Java, C++, HTML/CSS. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Mathematics,"Student with a major in Mathematics. Active member of Business Fraternity. Technical skills include MATLAB, Python, LaTeX. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
Computer Science,"Student with a major in Computer Science. Active member of Business Fraternity. Technical skills include Excel, PowerPoint, R. Experience: Summer internship working on data entry and basic analysis. Project: Built a calculator app and a basic website."
